Series_Title,Released_Year,Certificate,Genre,IMDB_Rating,Overview,Director,Star1,Star2,Star3,Star4,Keywords,soup
Hell or High Water,2016,Adult,action  crime  drama,7.6,A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.,davidmackenzie,chrispine,benfoster,jeffbridges,gilbirmingham, ,action  crime  drama davidmackenzie chrispine benfoster jeffbridges gilbirmingham  
Philomena,2013,Adult,biography  comedy  drama,7.6,"A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent.",stephenfrears,judidench,stevecoogan,sophiekennedyclark,marewinningham, ,biography  comedy  drama stephenfrears judidench stevecoogan sophiekennedyclark marewinningham  
Dawn of the Planet of the Apes,2014,Adult,action  adventure  drama,7.6,A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier.,mattreeves,garyoldman,kerirussell,andyserkis,kodismit-mcphee, ,action  adventure  drama mattreeves garyoldman kerirussell andyserkis kodismit-mcphee  
El cuerpo,2012,Adult,mystery  thriller,7.6,A detective searches for the body of a femme fatale which has gone missing from a morgue.,oriolpaulo,josecoronado,hugosilva,belénrueda,auragarrido, ,mystery  thriller oriolpaulo josecoronado hugosilva belénrueda auragarrido  
Serbuan maut,2011,Adult,action  thriller,7.6,A S.W.A.T. team becomes trapped in a tenement run by a ruthless mobster and his army of killers and thugs.,garethevans,ikouwais,anandageorge,raysahetapy,donnyalamsyah, ,action  thriller garethevans ikouwais anandageorge raysahetapy donnyalamsyah  
End of Watch,2012,Adult,action  crime  drama,7.6,"Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves.",davidayer,jakegyllenhaal,michaelpeña,annakendrick,americaferrera, ,action  crime  drama davidayer jakegyllenhaal michaelpeña annakendrick americaferrera  
Kari-gurashi no Arietti,2010,Family,animation  adventure  family,7.6,"The Clock family are four-inch-tall people who live anonymously in another family's residence, borrowing simple items to make their home. Life changes for the Clocks when their teenage daughter, Arrietty, is discovered.",hiromasayonebayashi,amypoehler,miraishida,ryûnosukekamiki,tatsuyafujiwara, ,animation  adventure  family hiromasayonebayashi amypoehler miraishida ryûnosukekamiki tatsuyafujiwara  
A Star Is Born,2018,Adult,drama  music  romance,7.6,A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.,bradleycooper,ladygaga,bradleycooper,samelliott,greggrunberg, ,drama  music  romance bradleycooper ladygaga bradleycooper samelliott greggrunberg  
True Grit,2010,Adult,drama  western,7.6,A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.,ethancoen,joelcoen,jeffbridges,mattdamon,haileesteinfeld, ,drama  western ethancoen joelcoen jeffbridges mattdamon haileesteinfeld  
Hævnen,2010,Adult,drama  romance,7.6,"The lives of two Danish families cross each other, and an extraordinary but risky friendship comes into bud. But loneliness, frailty and sorrow lie in wait.",susannebier,mikaelpersbrandt,trinedyrholm,markusrygaard,wiljohnson, ,drama  romance susannebier mikaelpersbrandt trinedyrholm markusrygaard wiljohnson  
Despicable Me,2010,Family,animation  comedy  crime,7.6,"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better.",pierrecoffin,chrisrenaud,stevecarell,jasonsegel,russellbrand, ,animation  comedy  crime pierrecoffin chrisrenaud stevecarell jasonsegel russellbrand  
50/50,2011,Adult,comedy  drama  romance,7.6,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease.",jonathanlevine,josephgordon-levitt,sethrogen,annakendrick,brycedallashoward, ,comedy  drama  romance jonathanlevine josephgordon-levitt sethrogen annakendrick brycedallashoward  
Kick-Ass,2010,Adult,action  comedy  crime,7.6,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so.",matthewvaughn,aarontaylor-johnson,nicolascage,chloëgracemoretz,garrettm.brown, ,action  comedy  crime matthewvaughn aarontaylor-johnson nicolascage chloëgracemoretz garrettm.brown  
Celda 211,2009,Adult,action  adventure  crime,7.6,"The story of two men on different sides of a prison riot -- the inmate leading the rebellion and the young guard trapped in the revolt, who poses as a prisoner in a desperate attempt to survive the ordeal.",danielmonzón,luistosar,albertoammann,antonioresines,manuelmorón, ,action  adventure  crime danielmonzón luistosar albertoammann antonioresines manuelmorón  
Moneyball,2011,Adult,biography  drama  sport,7.6,Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.,bennettmiller,bradpitt,robinwright,jonahhill,philipseymourhoffman, ,biography  drama  sport bennettmiller bradpitt robinwright jonahhill philipseymourhoffman  
La piel que habito,2011,Adult,drama  horror  thriller,7.6,"A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.",pedroalmodóvar,antoniobanderas,elenaanaya,jancornet,marisaparedes, ,drama  horror  thriller pedroalmodóvar antoniobanderas elenaanaya jancornet marisaparedes  
Zombieland,2009,Adult,adventure  comedy  fantasy,7.6,"A shy student trying to reach his family in Ohio, a gun-toting tough guy trying to find the last Twinkie, and a pair of sisters trying to get to an amusement park join forces to travel across a zombie-filled America.",rubenfleischer,jesseeisenberg,emmastone,woodyharrelson,abigailbreslin, ,adventure  comedy  fantasy rubenfleischer jesseeisenberg emmastone woodyharrelson abigailbreslin  
Die Welle,2008,Adult,drama  thriller,7.6,A high school teacher's experiment to demonstrate to his students what life is like under a dictatorship spins horribly out of control when he forms a social unit with a life of its own.,dennisgansel,jürgenvogel,fredericklau,maxriemelt,jenniferulrich, ,drama  thriller dennisgansel jürgenvogel fredericklau maxriemelt jenniferulrich  
Sherlock Holmes,2009,Adult,action  adventure  mystery,7.6,Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.,guyritchie,robertdowneyjr.,judelaw,rachelmcadams,markstrong, ,action  adventure  mystery guyritchie robertdowneyjr. judelaw rachelmcadams markstrong  
The Blind Side,2009,Adult,biography  drama  sport,7.6,"The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family.",johnleehancock,quintonaaron,sandrabullock,timmcgraw,jaehead, ,biography  drama  sport johnleehancock quintonaaron sandrabullock timmcgraw jaehead  
The Visitor,2007,Adult,drama,7.6,A college professor travels to New York City to attend a conference and finds a young couple living in his apartment.,tommccarthy,richardjenkins,haazsleiman,danaigurira,hiamabbass, ,drama tommccarthy richardjenkins haazsleiman danaigurira hiamabbass  
Seven Pounds,2008,Adult,drama,7.6,A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,gabrielemuccino,willsmith,rosariodawson,woodyharrelson,michaelealy, ,drama gabrielemuccino willsmith rosariodawson woodyharrelson michaelealy  
Eastern Promises,2007,Adult,action  crime  drama,7.6,A teenager who dies during childbirth leaves clues in her journal that could tie her child to a rape involving a violent Russian mob family.,davidcronenberg,naomiwatts,viggomortensen,arminmueller-stahl,josefaltin, ,action  crime  drama davidcronenberg naomiwatts viggomortensen arminmueller-stahl josefaltin  
Stardust,2007,Family,adventure  family  fantasy,7.6,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm.",matthewvaughn,charliecox,clairedanes,siennamiller,ianmckellen, ,adventure  family  fantasy matthewvaughn charliecox clairedanes siennamiller ianmckellen  
The Secret of Kells,2009,Adult,animation  adventure  family,7.6,"A young boy in a remote medieval outpost under siege from barbarian raids is beckoned to adventure when a celebrated master illuminator arrives with an ancient book, brimming with secret wisdom and powers.",tommmoore,noratwomey,evanmcguire,brendangleeson,micklally, ,animation  adventure  family tommmoore noratwomey evanmcguire brendangleeson micklally  
Inside Man,2006,Adult,crime  drama  mystery,7.6,"A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.",spikelee,denzelwashington,cliveowen,jodiefoster,christopherplummer, ,crime  drama  mystery spikelee denzelwashington cliveowen jodiefoster christopherplummer  
Gone Baby Gone,2007,Adult,crime  drama  mystery,7.6,"Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally.",benaffleck,morganfreeman,edharris,caseyaffleck,michellemonaghan, ,crime  drama  mystery benaffleck morganfreeman edharris caseyaffleck michellemonaghan  
La Vie En Rose,2007,Adult,biography  drama  music,7.6,"Biopic of the iconic French singer Édith Piaf. Raised by her grandmother in a brothel, she was discovered while singing on a street corner at the age of 19. Despite her success, Piaf's life was filled with tragedy.",olivierdahan,marioncotillard,sylvietestud,pascalgreggory,emmanuelleseigner, ,biography  drama  music olivierdahan marioncotillard sylvietestud pascalgreggory emmanuelleseigner  
Huo Yuan Jia,2006,Adult,action  biography  drama,7.6,"A biography of Chinese Martial Arts Master Huo Yuanjia, who is the founder and spiritual guru of the Jin Wu Sports Federation.",ronnyyu,jetli,lisun,yongdong,yunqu, ,action  biography  drama ronnyyu jetli lisun yongdong yunqu  
The Illusionist,2006,Family,drama  fantasy  mystery,7.6,"In turn-of-the-century Vienna, a magician uses his abilities to secure the love of a woman far above his social standing.",neilburger,edwardnorton,jessicabiel,paulgiamatti,rufussewell, ,drama  fantasy  mystery neilburger edwardnorton jessicabiel paulgiamatti rufussewell  
Dead Man's Shoes,2004,Adult,crime  drama  thriller,7.6,A disaffected soldier returns to his hometown to get even with the thugs who brutalized his mentally-challenged brother years ago.,shanemeadows,paddyconsidine,garystretch,tobykebbell,stuartwolfenden, ,crime  drama  thriller shanemeadows paddyconsidine garystretch tobykebbell stuartwolfenden  
Harry Potter and the Half-Blood Prince,2009,Adult,action  adventure  family,7.6,"As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as ""the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort's dark past.",davidyates,danielradcliffe,emmawatson,rupertgrint,michaelgambon, ,action  adventure  family davidyates danielradcliffe emmawatson rupertgrint michaelgambon  
300,2006,Adult,action  drama,7.6,King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C.,zacksnyder,gerardbutler,lenaheadey,davidwenham,dominicwest, ,action  drama zacksnyder gerardbutler lenaheadey davidwenham dominicwest  
Match Point,2005,Adult,drama  romance  thriller,7.6,"At a turning point in his life, a former tennis pro falls for an actress who happens to be dating his friend and soon-to-be brother-in-law.",woodyallen,scarlettjohansson,jonathanrhysmeyers,emilymortimer,matthewgoode, ,drama  romance  thriller woodyallen scarlettjohansson jonathanrhysmeyers emilymortimer matthewgoode  
Watchmen,2009,Adult,action  drama  mystery,7.6,"In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it.",zacksnyder,jackieearlehaley,patrickwilson,carlagugino,malinakerman, ,action  drama  mystery zacksnyder jackieearlehaley patrickwilson carlagugino malinakerman  
Lord of War,2005,Adult,action  crime  drama,7.6,An arms dealer confronts the morality of his work as he is being chased by an INTERPOL Agent.,andrewniccol,nicolascage,ethanhawke,jaredleto,bridgetmoynahan, ,action  crime  drama andrewniccol nicolascage ethanhawke jaredleto bridgetmoynahan  
Saw,2004,Adult,horror  mystery  thriller,7.6,"Two strangers awaken in a room with no recollection of how they got there, and soon discover they're pawns in a deadly game perpetrated by a notorious serial killer.",jameswan,caryelwes,leighwhannell,dannyglover,kenleung, ,horror  mystery  thriller jameswan caryelwes leighwhannell dannyglover kenleung  
